address,zip,town,list_date,sold_date,days_on_market,list_price,sold_price,sold_vs_ask_abs,sold_vs_ask_pct,price_changes,sqft,beds,baths,lot_sqft,year_built,garage,solar,ac_type,property_type,county,municipality,prop_class,nu_code,conflicts,_sources,_fetched
23 ROSEDALE AVE,07950,Morris Plains,,2024-12-06,,,675000,,,,,,,5271,1920,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
4B-C FOXWOOD DR,07950,Morris Plains,,2024-12-06,,,450000,,,,,,,10629,1980,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,A,,nj_records,2026-07-11
503 LOPEZ LN,07950,Morris Plains,,2024-12-13,,,591000,,,,,,,,2012,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
6 WHITNEY AVE,07950,Morris Plains,,2024-12-19,,,699990,,,,,,,,2022,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
205 WELSH PL,07950,Morris Plains,,2024-12-20,,,560000,,,,,,,,2012,,,,Residential,MORRIS,MORRIS PLAINS BORO,2,,,nj_records,2026-07-11
15 PAULA CT,07960,Morristown,,2023-07-06,,,705000,,,,,,,21959,1961,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
26 GRANT ST,07960,Morristown,,2023-07-06,,,505000,,,,,,,2400,1916,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
2  KENMUIR AVE,07960,Morristown,,2023-07-13,,,620000,,,,,,,6874,1926,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
38 HEADLEY RD,07960,Morristown,,2023-07-18,,,1100000,,,,,,,21876,1958,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
30 SUSSEX AVE,07960,Morristown,,2023-07-19,,,316000,,,,,,,6403,1900,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
37 PINE ST,07960,Morristown,,2023-07-19,,,720000,,,,,,,6368,1876,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
110 SOUTH ST #101,07960,Morristown,,2023-07-23,,,747500,,,,,,,159865,2008,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
25 M L KING AVE,07960,Morristown,,2023-07-25,,,48000,,,,,,,13116,1916,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
54-D RIDGEDALE AVE,07960,Morristown,,2023-07-25,,,440000,,,,,,,1307,1987,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
21 HILLCREST AVE,07960,Morristown,,2023-07-27,,,573500,,,,,,,4848,1916,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
10 THOMAS TRL,07960,Morristown,,2023-07-28,,,640000,,,,,,,2801,1984,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
23 CLEVELAND ST,07960,Morristown,,2023-07-28,,,1200000,,,,,,,8002,1876,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
50 WASHINGTON AVE,07960,Morristown,,2023-08-01,,,1050000,,,,,,,10799,1932,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
7 GREGORY TER,07960,Morristown,,2023-08-03,,,520000,,,,,,,7318,1960,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
90 MT KEMBLE AVE #1,07960,Morristown,,2023-08-04,,,335000,,,,,,,2862,1954,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
152 FRANKLIN ST,07960,Morristown,,2023-08-11,,,625000,,,,,,,5428,1951,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
16 TUXEDO PL,07960,Morristown,,2023-08-14,,,735000,,,,,,,9666,1960,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
7 PROSPECT ST #609,07960,Morristown,,2023-08-14,,,415500,,,,,,,,2008,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
8 AMES PL,07960,Morristown,,2023-08-14,,,635000,,,,,,,6778,1931,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
119 MAPLE AVE,07960,Morristown,,2023-08-17,,,176609,,,,,,,7370,1876,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
2 TIFFANY RD,07960,Morristown,,2023-08-18,,,1050000,,,,,,,12014,1984,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
15 CHERRY ST,07960,Morristown,,2023-08-20,,,705000,,,,,,,5049,1911,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
7 CONDICT PL,07960,Morristown,,2023-08-23,,,604007,,,,,,,12750,1954,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
64 SUSSEX AVE,07960,Morristown,,2023-08-25,,,500000,,,,,,,4792,1900,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
27 JOHN GLENN RD,07960,Morristown,,2023-08-28,,,950000,,,,,,,7261,1930,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
20 GEORGIAN RD,07960,Morristown,,2023-09-01,,,287696,,,,,,,11574,1926,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
48 WASHINGTON AVE,07960,Morristown,,2023-09-06,,,1515000,,,,,,,6874,2023,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
17 ROBERTSON CT,07960,Morristown,,2023-09-08,,,600000,,,,,,,2801,1984,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
16 SHERMAN PL,07960,Morristown,,2023-09-12,,,715000,,,,,,,12515,1950,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
"58 CHESTNUT ST,UNIT 2",07960,Morristown,,2023-09-12,,,690000,,,,,,,,2006,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
11 COLUMBA ST,07960,Morristown,,2023-09-13,,,670000,,,,,,,3720,1916,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
9 ALTAMONT CT,07960,Morristown,,2023-09-19,,,585000,,,,,,,5388,1926,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
40 PARK #604,07960,Morristown,,2023-09-20,,,1200000,,,,,,,108464,2010,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
5 THOMAS TRL,07960,Morristown,,2023-09-23,,,690000,,,,,,,3698,1984,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
1 GUY CT,07960,Morristown,,2023-09-26,,,600000,,,,,,,3999,1984,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
14 HILLAIRY AVE,07960,Morristown,,2023-09-26,,,332500,,,,,,,10799,1906,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
40 PARK #205,07960,Morristown,,2023-09-29,,,800000,,,,,,,108464,2010,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
21 MILLER RD,07960,Morristown,,2023-10-02,,,4900000,,,,,,,,2016,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
9 GREEN ST,07960,Morristown,,2023-10-04,,,750000,,,,,,,4792,2007,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
"170 MADISON AVE, UNIT 7",07960,Morristown,,2023-10-05,,,745000,,,,,,,,2017,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
26 TAFT LN,07960,Morristown,,2023-10-09,,,578000,,,,,,,,2003,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
10-12 RANDOLPH DR,07960,Morristown,,2023-10-11,,,650000,,,,,,,11918,1956,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
37 KNOLLWOOD RD,07960,Morristown,,2023-10-12,,,655000,,,,,,,9392,1953,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
22.5 KING ST,07960,Morristown,,2023-10-13,,,343080,,,,,,,8002,1910,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
54 MADISON ST,07960,Morristown,,2023-10-13,,,68002,,,,,,,5458,1876,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
59 MORRIS AVE,07960,Morristown,,2023-10-13,,,1352325,,,,,,,25500,1917,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
31 ANN ST,07960,Morristown,,2023-10-17,,,390000,,,,,,,2326,1900,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
21 SPEEDWELL PL,07960,Morristown,,2023-10-23,,,1407500,,,,,,,15002,1950,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
22 ORCHARD ST,07960,Morristown,,2023-10-24,,,999000,,,,,,,4199,2023,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
26 TWOMBLY CT,07960,Morristown,,2023-10-25,,,625000,,,,,,,145839,1995,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
31 HEADLEY RD,07960,Morristown,,2023-10-25,,,1915000,,,,,,,44693,1900,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
20 ORCHARD ST,07960,Morristown,,2023-10-26,,,1351000,,,,,,,4251,2023,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
40 PARK #407,07960,Morristown,,2023-10-26,,,635000,,,,,,,108464,2010,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
107 WASHINGTON AVE,07960,Morristown,,2023-10-27,,,1150000,,,,,,,9962,1926,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
61 MT KEMBLE AVE.#302,07960,Morristown,,2023-11-01,,,480000,,,,,,,170755,1986,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
17 SHADY LN,07960,Morristown,,2023-11-03,,,1100000,,,,,,,16779,1876,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
1 JOHN GLENN RD,07960,Morristown,,2023-11-07,,,854000,,,,,,,13112,1928,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
2 LIBERTY ST,07960,Morristown,,2023-11-07,,,545000,,,,,,,3629,1916,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
2 ALTAMONT CT APT. 8,07960,Morristown,,2023-11-13,,,380000,,,,,,,14915,1935,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
22 FRANKLIN PL,07960,Morristown,,2023-11-13,,,612500,,,,,,,49001,1986,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
22 SPEEDWELL PL,07960,Morristown,,2023-11-14,,,200000,,,,,,,7501,1916,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
"60 CHESTNUT ST,UNIT 5",07960,Morristown,,2023-11-16,,,740000,,,,,,,,2006,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
7 PROSPECT ST #608,07960,Morristown,,2023-11-21,,,482000,,,,,,,,2008,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
48-50 ELM ST  APT F,07960,Morristown,,2023-11-22,,,249000,,,,,,,15577,1965,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
118 VILLAGE DR,07960,Morristown,,2023-11-28,,,470000,,,,,,,40999,1994,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
24 GEORGIAN RD,07960,Morristown,,2023-11-28,,,835000,,,,,,,9583,1926,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
154 WASHINGTON ST,07960,Morristown,,2023-11-29,,,485000,,,,,,,11252,1987,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
45 SHERMAN PL,07960,Morristown,,2023-11-30,,,650000,,,,,,,8999,1936,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
30 WALKER AVE,07960,Morristown,,2023-12-03,,,905000,,,,,,,7501,1931,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
64 WETMORE AVE,07960,Morristown,,2023-12-15,,,570000,,,,,,,25496,1956,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
56-D RIDGEDALE AVE,07960,Morristown,,2023-12-19,,,450000,,,,,,,1307,1987,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
10 TIFFANY RD,07960,Morristown,,2023-12-20,,,1475000,,,,,,,32940,1939,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
110 SOUTH ST #309,07960,Morristown,,2023-12-20,,,1500000,,,,,,,159865,2008,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
24 COLUMBA ST,07960,Morristown,,2023-12-27,,,40000,,,,,,,5972,1916,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
11B WETMORE AVE,07960,Morristown,,2023-12-28,,,390000,,,,,,,7048,1900,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
17 KENMUIR AVE,07960,Morristown,,2023-12-28,,,900000,,,,,,,10498,1917,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
124 MILLS ST,07960,Morristown,,2024-01-02,,,590000,,,,,,,5837,1916,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
11 WINDMILL DR,07960,Morristown,,2024-01-04,,,474900,,,,,,,11674,1984,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
39 WETMORE AVE,07960,Morristown,,2024-01-04,,,975000,,,,,,,4948,1892,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
41 WETMORE AV,07960,Morristown,,2024-01-04,,,996000,,,,,,,4948,1897,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
22 COBB PL,07960,Morristown,,2024-01-08,,,181500,,,,,,,3123,1900,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
47A LAKE RD,07960,Morristown,,2024-01-09,,,580000,,,,,,,6451,1984,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
61 MT KEMBLE AVE.#502,07960,Morristown,,2024-01-17,,,575000,,,,,,,170755,1986,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
16 OLMSTEAD RD,07960,Morristown,,2024-01-18,,,800000,,,,,,,22499,1926,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
101 TAFT LN,07960,Morristown,,2024-01-29,,,137500,,,,,,,,2003,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
78 TAFT LN,07960,Morristown,,2024-01-29,,,545000,,,,,,,,2003,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
92 LIDGERWOOD PKWY,07960,Morristown,,2024-01-31,,,710000,,,,,,,23400,1961,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
24 TAFT LN,07960,Morristown,,2024-02-05,,,580000,,,,,,,,2003,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
40 PARK #305,07960,Morristown,,2024-02-07,,,827500,,,,,,,108464,2010,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
54-E RIDGEDALE AVE,07960,Morristown,,2024-02-07,,,455000,,,,,,,1307,1987,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
40 PARK #209,07960,Morristown,,2024-02-09,,,1375000,,,,,,,108464,2010,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
47 HILLAIRY AVE,07960,Morristown,,2024-02-12,,,550000,,,,,,,8107,1960,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
32 ELLIOTT ST,07960,Morristown,,2024-02-22,,,485000,,,,,,,7501,1913,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
"24 KING ST,2B(AKA4)",07960,Morristown,,2024-02-23,,,600224,,,,,,,,2010,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
51 HILLAIRY AVE,07960,Morristown,,2024-02-24,,,220000,,,,,,,8581,1960,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
37 RALPH PL,07960,Morristown,,2024-03-05,,,575000,,,,,,,12449,1965,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
7 PROSPECT ST #808,07960,Morristown,,2024-03-07,,,420000,,,,,,,,2008,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
13 MALCOLM ST,07960,Morristown,,2024-03-12,,,435000,,,,,,,8851,1894,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
27 CUTLER ST,07960,Morristown,,2024-03-12,,,431000,,,,,,,5850,1916,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
3 LYONS PL,07960,Morristown,,2024-03-12,,,466003,,,,,,,6046,1984,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
57 VALLEY VIEW DR,07960,Morristown,,2024-03-12,,,745000,,,,,,,8359,1927,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
63 MAPLE AVE,07960,Morristown,,2024-03-13,,,4000000,,,,,,,,2016,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
57 LAKE RD,07960,Morristown,,2024-03-14,,,702000,,,,,,,6408,1931,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
80 EARLY ST,07960,Morristown,,2024-03-14,,,825000,,,,,,,10001,1900,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
25 MILLER RD,07960,Morristown,,2024-03-25,,,4300000,,,,,,,,2016,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
114 EARLY ST,07960,Morristown,,2024-03-27,,,675000,,,,,,,5001,1925,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
14 HAZLETT ST,07960,Morristown,,2024-04-01,,,665000,,,,,,,6172,1916,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
45 WASHINGTON PL,07960,Morristown,,2024-04-05,,,525000,,,,,,,14580,1921,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
51 MT KEMBLE AVE.#312,07960,Morristown,,2024-04-05,,,407000,,,,,,,170755,1986,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
26 LINDEN ST,07960,Morristown,,2024-04-08,,,540577,,,,,,,7501,1906,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
8 SUNSET PL,07960,Morristown,,2024-04-08,,,1650000,,,,,,,13678,1949,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
48-50 ELM ST  APT B,07960,Morristown,,2024-04-10,,,280000,,,,,,,15577,1965,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
5 CRESTWOOD RD,07960,Morristown,,2024-04-10,,,1052000,,,,,,,11966,1956,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
12 THOMPSON ST,07960,Morristown,,2024-04-15,,,542225,,,,,,,3990,1882,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
16 ROBERTSON CT,07960,Morristown,,2024-04-15,,,635000,,,,,,,2801,1984,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
25 WINDMILL DR,07960,Morristown,,2024-04-16,,,587500,,,,,,,11674,1984,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
51 HEADLEY RD,07960,Morristown,,2024-04-16,,,1467500,,,,,,,22516,2009,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
6 THOMAS TRL,07960,Morristown,,2024-04-24,,,630800,,,,,,,4700,1984,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
249 SPEEDWELL AVE,07960,Morristown,,2024-04-25,,,650000,,,,,,,12850,1898,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
60-D RIDGEDALE AVE,07960,Morristown,,2024-04-29,,,445000,,,,,,,1307,1987,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
10 CONKLIN AVE,07960,Morristown,,2024-04-30,,,780389,,,,,,,14401,1926,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
33 WALKER AVE,07960,Morristown,,2024-04-30,,,850000,,,,,,,7501,1952,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
64 HILLAIRY AVE,07960,Morristown,,2024-04-30,,,557000,,,,,,,7314,1960,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
37 COMMUNITY PL,07960,Morristown,,2024-05-01,,,1465000,,,,,,,950,2002,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
11 HAZLETT ST,07960,Morristown,,2024-05-02,,,620000,,,,,,,5959,1891,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
2 ALTAMONT CT APT.16,07960,Morristown,,2024-05-03,,,340000,,,,,,,14915,1935,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
63 TAFT LN,07960,Morristown,,2024-05-06,,,640000,,,,,,,,2003,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
7 PROSPECT ST #506,07960,Morristown,,2024-05-06,,,292530,,,,,,,,2008,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
"7 MAPLE AVE, UNIT 8",07960,Morristown,,2024-05-07,,,1225000,,,,,,,52507,2013,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
51 MT KEMBLE AVE.#402,07960,Morristown,,2024-05-08,,,625000,,,,,,,170755,1986,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
13 FRANKLIN PL,07960,Morristown,,2024-05-09,,,800000,,,,,,,60000,1986,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
35 HILLCREST AVE,07960,Morristown,,2024-05-14,,,653000,,,,,,,5798,1942,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
58 DOGWOOD RD,07960,Morristown,,2024-05-16,,,840000,,,,,,,9130,1953,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
15 TWOMBLY CT,07960,Morristown,,2024-05-20,,,735000,,,,,,,145839,1995,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
110 WASHINGTON AVE,07960,Morristown,,2024-05-28,,,1210000,,,,,,,22590,1962,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
20 WALKER AVE,07960,Morristown,,2024-05-28,,,690000,,,,,,,7501,1907,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
6 CARLA CT,07960,Morristown,,2024-05-30,,,668000,,,,,,,4500,1984,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
18 HARRISON ST,07960,Morristown,,2024-05-31,,,740000,,,,,,,7000,1916,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
6 TIFFANY RD,07960,Morristown,,2024-05-31,,,1290000,,,,,,,17250,1983,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
12 MILTON PL,07960,Morristown,,2024-06-05,,,760000,,,,,,,10498,1951,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
90 CHESTNUT ST,07960,Morristown,,2024-06-06,,,530000,,,,,,,29298,1926,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
129 WASHINGTON AVE,07960,Morristown,,2024-06-10,,,1150000,,,,,,,10955,1926,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
17 HILL ST,07960,Morristown,,2024-06-10,,,471824,,,,,,,11770,1876,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
15 SHADY LN,07960,Morristown,,2024-06-12,,,710000,,,,,,,12506,1961,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
59 WALKER AVE,07960,Morristown,,2024-06-14,,,600000,,,,,,,5001,1921,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
6 JARDINE RD,07960,Morristown,,2024-06-14,,,837000,,,,,,,9836,1916,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
26 CONKLIN AVE,07960,Morristown,,2024-06-19,,,720000,,,,,,,14549,1927,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
35.5 JAMES ST,07960,Morristown,,2024-06-21,,,795000,,,,,,,4800,1860,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
15 COLUMBA ST,07960,Morristown,,2024-06-23,,,610000,,,,,,,3398,1916,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
28 HARRISON ST,07960,Morristown,,2024-06-24,,,689900,,,,,,,5201,1916,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
"7 MAPLE AVE, UNIT 3",07960,Morristown,,2024-06-25,,,1200000,,,,,,,52507,2013,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
30 WILLOW ST,07960,Morristown,,2024-06-26,,,650000,,,,,,,7701,1896,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
7 PROSPECT ST #302,07960,Morristown,,2024-06-27,,,395000,,,,,,,,2008,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
37 WETMORE AVE,07960,Morristown,,2024-07-01,,,692000,,,,,,,5502,1900,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
35 M L KING AVE,07960,Morristown,,2024-07-02,,,830000,,,,,,,7401,1906,,,,Residential,MORRIS,MORRISTOWN TOWN,2,,,nj_records,2026-07-11
